Variant,Type,Calc_Bits,Time_Bits,Node_Bits,Seq_Bits,Target_Phi,Rank,Prime_Dec,Prime_Hex,Dist,Error_Pct,Quality,Is_Safe
Chrono64 (27b),Sequence,15,36,12,15,20251,1,20249,0x4f19,2,0.009876,Excellent,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,2,20261,0x4f25,10,0.049380,Excellent,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,3,20233,0x4f09,18,0.088884,Excellent,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,4,20269,0x4f2d,18,0.088884,Excellent,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,5,20231,0x4f07,20,0.098761,Excellent,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,6,20219,0x4efb,32,0.158017,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,7,20287,0x4f3f,36,0.177769,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,8,20297,0x4f49,46,0.227149,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,9,20201,0x4ee9,50,0.246901,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,10,20183,0x4ed7,68,0.335786,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,11,20323,0x4f63,72,0.355538,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,12,20177,0x4ed1,74,0.365414,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,13,20327,0x4f67,76,0.375290,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,14,20173,0x4ecd,78,0.385166,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,15,20333,0x4f6d,82,0.404918,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,16,20161,0x4ec1,90,0.444422,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,17,20341,0x4f75,90,0.444422,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,18,20347,0x4f7b,96,0.474051,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,19,20149,0x4eb5,102,0.503679,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,20,20353,0x4f81,102,0.503679,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,21,20147,0x4eb3,104,0.513555,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,22,20357,0x4f85,106,0.523431,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,23,20143,0x4eaf,108,0.533307,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,24,20359,0x4f87,108,0.533307,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,25,20369,0x4f91,118,0.582687,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,26,20129,0x4ea1,122,0.602439,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,27,20123,0x4e9b,128,0.632068,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,28,20117,0x4e95,134,0.661696,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,29,20113,0x4e91,138,0.681448,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,30,20389,0x4fa5,138,0.681448,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,31,20393,0x4fa9,142,0.701200,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,32,20107,0x4e8b,144,0.711076,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,33,20399,0x4faf,148,0.730828,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,34,20101,0x4e85,150,0.740704,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,35,20407,0x4fb7,156,0.770332,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,36,20411,0x4fbb,160,0.790084,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,37,20089,0x4e79,162,0.799960,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,38,20071,0x4e67,180,0.888845,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,39,20431,0x4fcf,180,0.888845,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,40,20063,0x4e5f,188,0.928349,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,41,20441,0x4fd9,190,0.938225,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,42,20443,0x4fdb,192,0.948101,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,43,20051,0x4e53,200,0.987606,Very Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,44,20047,0x4e4f,204,1.007358,Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,45,20029,0x4e3d,222,1.096242,Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,46,20477,0x4ffd,226,1.115994,Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,47,20023,0x4e37,228,1.125870,Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,48,20479,0x4fff,228,1.125870,Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,49,20021,0x4e35,230,1.135746,Good,YES
Chrono64 (27b),Sequence,15,36,12,15,20251,50,20483,0x5003,232,1.145622,Good,YES
Chrono64ms (19b),Sequence,9,44,10,9,316,1,317,0x13d,1,0.316456,Very Good,YES
Chrono64ms (19b),Sequence,9,44,10,9,316,2,313,0x139,3,0.949367,Very Good,YES
Chrono64ms (19b),Sequence,9,44,10,9,316,3,311,0x137,5,1.582278,Good,YES
Chrono64ms (19b),Sequence,9,44,10,9,316,4,307,0x133,9,2.848101,Fair,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,5,331,0x14b,15,4.746835,Fair,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,6,337,0x151,21,6.645570,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,7,293,0x125,23,7.278481,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,8,347,0x15b,31,9.810127,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,9,283,0x11b,33,10.443038,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,10,349,0x15d,33,10.443038,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,11,281,0x119,35,11.075949,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,12,353,0x161,37,11.708861,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,13,277,0x115,39,12.341772,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,14,359,0x167,43,13.607595,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,15,271,0x10f,45,14.240506,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,16,269,0x10d,47,14.873418,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,17,367,0x16f,51,16.139241,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,18,263,0x107,53,16.772152,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,19,373,0x175,57,18.037975,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,20,257,0x101,59,18.670886,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,21,379,0x17b,63,19.936709,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,22,251,0xfb,65,20.569620,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,23,383,0x17f,67,21.202532,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,24,389,0x185,73,23.101266,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,25,241,0xf1,75,23.734177,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,26,239,0xef,77,24.367089,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,27,397,0x18d,81,25.632911,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,28,233,0xe9,83,26.265823,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,29,401,0x191,85,26.898734,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,30,229,0xe5,87,27.531646,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,31,227,0xe3,89,28.164557,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,32,223,0xdf,93,29.430380,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,33,409,0x199,93,29.430380,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,34,419,0x1a3,103,32.594937,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,35,211,0xd3,105,33.227848,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,36,421,0x1a5,105,33.227848,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,37,431,0x1af,115,36.392405,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,38,199,0xc7,117,37.025316,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,39,433,0x1b1,117,37.025316,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,40,197,0xc5,119,37.658228,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,41,193,0xc1,123,38.924051,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,42,439,0x1b7,123,38.924051,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,43,191,0xbf,125,39.556962,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,44,443,0x1bb,127,40.189873,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,45,449,0x1c1,133,42.088608,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,46,181,0xb5,135,42.721519,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,47,179,0xb3,137,43.354430,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,48,457,0x1c9,141,44.620253,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,49,173,0xad,143,45.253165,Poor,NO
Chrono64ms (19b),Sequence,9,44,10,9,316,50,461,0x1cd,145,45.886076,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,1,317,0x13d,1,0.316456,Very Good,YES
Chrono64us (9b),Sequence,9,54,0,9,316,2,313,0x139,3,0.949367,Very Good,YES
Chrono64us (9b),Sequence,9,54,0,9,316,3,311,0x137,5,1.582278,Good,YES
Chrono64us (9b),Sequence,9,54,0,9,316,4,307,0x133,9,2.848101,Fair,NO
Chrono64us (9b),Sequence,9,54,0,9,316,5,331,0x14b,15,4.746835,Fair,NO
Chrono64us (9b),Sequence,9,54,0,9,316,6,337,0x151,21,6.645570,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,7,293,0x125,23,7.278481,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,8,347,0x15b,31,9.810127,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,9,283,0x11b,33,10.443038,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,10,349,0x15d,33,10.443038,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,11,281,0x119,35,11.075949,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,12,353,0x161,37,11.708861,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,13,277,0x115,39,12.341772,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,14,359,0x167,43,13.607595,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,15,271,0x10f,45,14.240506,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,16,269,0x10d,47,14.873418,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,17,367,0x16f,51,16.139241,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,18,263,0x107,53,16.772152,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,19,373,0x175,57,18.037975,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,20,257,0x101,59,18.670886,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,21,379,0x17b,63,19.936709,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,22,251,0xfb,65,20.569620,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,23,383,0x17f,67,21.202532,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,24,389,0x185,73,23.101266,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,25,241,0xf1,75,23.734177,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,26,239,0xef,77,24.367089,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,27,397,0x18d,81,25.632911,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,28,233,0xe9,83,26.265823,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,29,401,0x191,85,26.898734,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,30,229,0xe5,87,27.531646,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,31,227,0xe3,89,28.164557,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,32,223,0xdf,93,29.430380,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,33,409,0x199,93,29.430380,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,34,419,0x1a3,103,32.594937,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,35,211,0xd3,105,33.227848,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,36,421,0x1a5,105,33.227848,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,37,431,0x1af,115,36.392405,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,38,199,0xc7,117,37.025316,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,39,433,0x1b1,117,37.025316,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,40,197,0xc5,119,37.658228,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,41,193,0xc1,123,38.924051,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,42,439,0x1b7,123,38.924051,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,43,191,0xbf,125,39.556962,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,44,443,0x1bb,127,40.189873,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,45,449,0x1c1,133,42.088608,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,46,181,0xb5,135,42.721519,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,47,179,0xb3,137,43.354430,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,48,457,0x1c9,141,44.620253,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,49,173,0xad,143,45.253165,Poor,NO
Chrono64us (9b),Sequence,9,54,0,9,316,50,461,0x1cd,145,45.886076,Poor,NO
UChrono64 (28b),Sequence,15,36,13,15,20251,1,20249,0x4f19,2,0.009876,Excellent,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,2,20261,0x4f25,10,0.049380,Excellent,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,3,20233,0x4f09,18,0.088884,Excellent,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,4,20269,0x4f2d,18,0.088884,Excellent,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,5,20231,0x4f07,20,0.098761,Excellent,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,6,20219,0x4efb,32,0.158017,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,7,20287,0x4f3f,36,0.177769,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,8,20297,0x4f49,46,0.227149,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,9,20201,0x4ee9,50,0.246901,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,10,20183,0x4ed7,68,0.335786,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,11,20323,0x4f63,72,0.355538,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,12,20177,0x4ed1,74,0.365414,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,13,20327,0x4f67,76,0.375290,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,14,20173,0x4ecd,78,0.385166,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,15,20333,0x4f6d,82,0.404918,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,16,20161,0x4ec1,90,0.444422,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,17,20341,0x4f75,90,0.444422,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,18,20347,0x4f7b,96,0.474051,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,19,20149,0x4eb5,102,0.503679,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,20,20353,0x4f81,102,0.503679,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,21,20147,0x4eb3,104,0.513555,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,22,20357,0x4f85,106,0.523431,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,23,20143,0x4eaf,108,0.533307,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,24,20359,0x4f87,108,0.533307,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,25,20369,0x4f91,118,0.582687,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,26,20129,0x4ea1,122,0.602439,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,27,20123,0x4e9b,128,0.632068,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,28,20117,0x4e95,134,0.661696,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,29,20113,0x4e91,138,0.681448,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,30,20389,0x4fa5,138,0.681448,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,31,20393,0x4fa9,142,0.701200,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,32,20107,0x4e8b,144,0.711076,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,33,20399,0x4faf,148,0.730828,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,34,20101,0x4e85,150,0.740704,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,35,20407,0x4fb7,156,0.770332,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,36,20411,0x4fbb,160,0.790084,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,37,20089,0x4e79,162,0.799960,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,38,20071,0x4e67,180,0.888845,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,39,20431,0x4fcf,180,0.888845,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,40,20063,0x4e5f,188,0.928349,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,41,20441,0x4fd9,190,0.938225,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,42,20443,0x4fdb,192,0.948101,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,43,20051,0x4e53,200,0.987606,Very Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,44,20047,0x4e4f,204,1.007358,Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,45,20029,0x4e3d,222,1.096242,Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,46,20477,0x4ffd,226,1.115994,Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,47,20023,0x4e37,228,1.125870,Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,48,20479,0x4fff,228,1.125870,Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,49,20021,0x4e35,230,1.135746,Good,YES
UChrono64 (28b),Sequence,15,36,13,15,20251,50,20483,0x5003,232,1.145622,Good,YES
UChrono64ms (20b),Sequence,9,44,11,9,316,1,317,0x13d,1,0.316456,Very Good,YES
UChrono64ms (20b),Sequence,9,44,11,9,316,2,313,0x139,3,0.949367,Very Good,YES
UChrono64ms (20b),Sequence,9,44,11,9,316,3,311,0x137,5,1.582278,Good,YES
UChrono64ms (20b),Sequence,9,44,11,9,316,4,307,0x133,9,2.848101,Fair,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,5,331,0x14b,15,4.746835,Fair,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,6,337,0x151,21,6.645570,Poor,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,7,293,0x125,23,7.278481,Poor,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,8,347,0x15b,31,9.810127,Poor,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,9,283,0x11b,33,10.443038,Poor,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,10,349,0x15d,33,10.443038,Poor,NO
UChrono64ms (20b),Sequence,9,44,11,9,316,11,281,0x119,35,11.075949,Poor,NO
